From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology (molecular function)
B8MMG4	B8MMG4	unreviewed	B8MMG4_TALSN	SD08430p	TSTA_099680	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	2171	acetyl-CoA transmembrane transport [GO:0035348]	membrane [GO:0016020]; acetyl-CoA transmembrane transporter activity [GO:0008521]; acetyl-CoA transmembrane transport [GO:0035348]	acetyl-CoA transmembrane transporter activity [GO:0008521]
B8LUP1	B8LUP1	unreviewed	B8LUP1_TALSN	Pentatricopeptide repeat protein	TSTA_072880	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	854			
A0AAD4PZN9	A0AAD4PZN9	unreviewed	A0AAD4PZN9_9EURO	Cryptococcal mannosyltransferase 1-domain-containing protein	BGW36DRAFT_380199	Talaromyces proteolyticus	552		membrane [GO:0016020]; glycosyltransferase activity [GO:0016757]	glycosyltransferase activity [GO:0016757]
A0A6V8HA19	A0A6V8HA19	unreviewed	A0A6V8HA19_TALPI	Cyclic nucleotide-binding domain-containing protein	TCE0_033f08899	Talaromyces pinophilus (Penicillium pinophilum)	1396		membrane [GO:0016020]; intracellularly cyclic nucleotide-activated monoatomic cation channel activity [GO:0005221]; protein-containing complex binding [GO:0044877]	intracellularly cyclic nucleotide-activated monoatomic cation channel activity [GO:0005221]; protein-containing complex binding [GO:0044877]
A0A364KMA2	A0A364KMA2	unreviewed	A0A364KMA2_TALAM	Uncharacterized protein	BHQ10_000691	Talaromyces amestolkiae	890	proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	serine-type endopeptidase activity [GO:0004252]
B6QBC1	B6QBC1	unreviewed	B6QBC1_TALMQ	Blue light-inducible protein Bli-3	PMAA_074990	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)	211			
A0A225AGA2	A0A225AGA2	unreviewed	A0A225AGA2_9EURO	SAGA complex subunit spt3	UA08_08702	Talaromyces atroroseus	327	chromatin organization [GO:0006325]; invasive growth in response to glucose limitation [GO:0001403]; pseudohyphal growth [GO:0007124]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]	cytosol [GO:0005829]; nucleus [GO:0005634]; SAGA complex [GO:0000124]; SLIK (SAGA-like) complex [GO:0046695]; protein heterodimerization activity [GO:0046982]; transcription coregulator activity [GO:0003712]; chromatin organization [GO:0006325]; invasive growth in response to glucose limitation [GO:0001403]; pseudohyphal growth [GO:0007124]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]	protein heterodimerization activity [GO:0046982]; transcription coregulator activity [GO:0003712]
A0A225AGI0	A0A225AGI0	unreviewed	A0A225AGI0_9EURO	Diphthine methyl ester synthase (EC 2.1.1.314) (Diphthamide biosynthesis methyltransferase)	UA08_08703	Talaromyces atroroseus	284	methylation [GO:0032259]; protein histidyl modification to diphthamide [GO:0017183]	diphthine methyl ester synthase activity [GO:0141133]; methylation [GO:0032259]; protein histidyl modification to diphthamide [GO:0017183]	diphthine methyl ester synthase activity [GO:0141133]
B8M3D3	B8M3D3	unreviewed	B8M3D3_TALSN	AP complex subunit sigma	TSTA_095540	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	145	clathrin-dependent endocytosis [GO:0072583]; intracellular protein transport [GO:0006886]	AP-2 adaptor complex [GO:0030122]; clathrin adaptor activity [GO:0035615]; clathrin-dependent endocytosis [GO:0072583]; intracellular protein transport [GO:0006886]	clathrin adaptor activity [GO:0035615]
A0A225ARE9	A0A225ARE9	unreviewed	A0A225ARE9_9EURO	Uncharacterized protein	UA08_08704	Talaromyces atroroseus	212			
A0A225AMF3	A0A225AMF3	unreviewed	A0A225AMF3_9EURO	DUF292 domain protein	UA08_08705	Talaromyces atroroseus	403	protein transport [GO:0015031]	protein transport [GO:0015031]	
A0A225ARP8	A0A225ARP8	unreviewed	A0A225ARP8_9EURO	Secreted beta-glucosidase adg3	UA08_08706	Talaromyces atroroseus	365			
A0A0U1LLD3	A0A0U1LLD3	unreviewed	A0A0U1LLD3_TALIS	Uncharacterized protein	PISL3812_00488	Talaromyces islandicus (Penicillium islandicum)	178			
A0A225AM85	A0A225AM85	unreviewed	A0A225AM85_9EURO	CENP-S associating centromere protein X domain-containing protein	UA08_08711	Talaromyces atroroseus	223	DNA repair [GO:0006281]; kinetochore assembly [GO:0051382]; replication fork processing [GO:0031297]; resolution of meiotic recombination intermediates [GO:0000712]	FANCM-MHF complex [GO:0071821]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; DNA repair [GO:0006281]; kinetochore assembly [GO:0051382]; replication fork processing [GO:0031297]; resolution of meiotic recombination intermediates [GO:0000712]	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]
A0A225ANM9	A0A225ANM9	unreviewed	A0A225ANM9_9EURO	MIND kinetochore complex component Mtw1	UA08_08712	Talaromyces atroroseus	315	cell division [GO:0051301]; kinetochore assembly [GO:0051382]; mitotic sister chromatid segregation [GO:0000070]	MIS12/MIND type complex [GO:0000444]; nucleus [GO:0005634]; cell division [GO:0051301]; kinetochore assembly [GO:0051382]; mitotic sister chromatid segregation [GO:0000070]	
A0A225ADL2	A0A225ADL2	unreviewed	A0A225ADL2_9EURO	MARVEL domain-containing protein	UA08_08713	Talaromyces atroroseus	244		membrane [GO:0016020]	
A0A6V8HCS8	A0A6V8HCS8	unreviewed	A0A6V8HCS8_TALPI	Uncharacterized protein	TCE0_034f10696	Talaromyces pinophilus (Penicillium pinophilum)	332			
A0A225A6A3	A0A225A6A3	unreviewed	A0A225A6A3_9EURO	Uncharacterized protein	UA08_08716	Talaromyces atroroseus	519			
A0A225A837	A0A225A837	unreviewed	A0A225A837_9EURO	Elongation of fatty acids protein (EC 2.3.1.-)	UA08_08717	Talaromyces atroroseus	509	fatty acid elongation, monounsaturated fatty acid [GO:0034625]; fatty acid elongation, polyunsaturated fatty acid [GO:0034626]; fatty acid elongation, saturated fatty acid [GO:0019367]; sphingolipid biosynthetic process [GO:0030148]; very long-chain fatty acid biosynthetic process [GO:0042761]	endoplasmic reticulum membrane [GO:0005789]; fatty acid elongase activity [GO:0009922]; fatty acid elongation, monounsaturated fatty acid [GO:0034625]; fatty acid elongation, polyunsaturated fatty acid [GO:0034626]; fatty acid elongation, saturated fatty acid [GO:0019367]; sphingolipid biosynthetic process [GO:0030148]; very long-chain fatty acid biosynthetic process [GO:0042761]	fatty acid elongase activity [GO:0009922]
A0A225AKG8	A0A225AKG8	unreviewed	A0A225AKG8_9EURO	Protein BNI4	UA08_08718	Talaromyces atroroseus	738	actin cytoskeleton organization [GO:0030036]	actin binding [GO:0003779]; actin cytoskeleton organization [GO:0030036]	actin binding [GO:0003779]
A0A225AMG1	A0A225AMG1	unreviewed	A0A225AMG1_9EURO	Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma)	UA08_08719	Talaromyces atroroseus	595	cytoplasmic translational initiation [GO:0002183]	cytosol [GO:0005829]; eukaryotic translation initiation factor 2B complex [GO:0005851]; guanyl-nucleotide exchange factor complex [GO:0032045]; guanyl-nucleotide exchange factor activity [GO:0005085]; mannose-1-phosphate guanylyltransferase (GTP) activity [GO:0004475]; translation initiation factor activity [GO:0003743]; cytoplasmic translational initiation [GO:0002183]	guanyl-nucleotide exchange factor activity [GO:0005085]; mannose-1-phosphate guanylyltransferase (GTP) activity [GO:0004475]; translation initiation factor activity [GO:0003743]
A0A225ARQ7	A0A225ARQ7	unreviewed	A0A225ARQ7_9EURO	SWR1-complex protein 5	UA08_08720	Talaromyces atroroseus	370		Swr1 complex [GO:0000812]	
A0A225AGI9	A0A225AGI9	unreviewed	A0A225AGI9_9EURO	ribonuclease T2 (EC 4.6.1.19)	UA08_08721	Talaromyces atroroseus	261	RNA catabolic process [GO:0006401]	extracellular region [GO:0005576]; ribonuclease T2 activity [GO:0033897]; RNA binding [GO:0003723]; RNA catabolic process [GO:0006401]	ribonuclease T2 activity [GO:0033897]; RNA binding [GO:0003723]
A0A225AKS2	A0A225AKS2	unreviewed	A0A225AKS2_9EURO	Major facilitator superfamily (MFS) profile domain-containing protein	UA08_08722	Talaromyces atroroseus	501		membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]
A0A225A8A9	A0A225A8A9	unreviewed	A0A225A8A9_9EURO	C2H2 type master regulator of conidiophore development brlA	UA08_08723	Talaromyces atroroseus	451	conidium formation [GO:0048315]; sporulation resulting in formation of a cellular spore [GO:0030435]	chromatin [GO:0000785]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]; conidium formation [GO:0048315]; sporulation resulting in formation of a cellular spore [GO:0030435]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]
A0A6V8H8Z6	A0A6V8H8Z6	unreviewed	A0A6V8H8Z6_TALPI	Uncharacterized protein	TCE0_024f07574	Talaromyces pinophilus (Penicillium pinophilum)	201			
A0A225A6H8	A0A225A6H8	unreviewed	A0A225A6H8_9EURO	Major facilitator superfamily (MFS) profile domain-containing protein	UA08_08724	Talaromyces atroroseus	527		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]
A0A093VXU8	A0A093VXU8	unreviewed	A0A093VXU8_TALMA	Dynactin, 150 kDa isoform	GQ26_0052310	Talaromyces marneffei PM1	1474	nucleotide catabolic process [GO:0009166]; pyrimidine nucleobase metabolic process [GO:0006206]	dynein complex [GO:0030286]; microtubule [GO:0005874]; nucleotidase activity [GO:0008252]; nucleotide catabolic process [GO:0009166]; pyrimidine nucleobase metabolic process [GO:0006206]	nucleotidase activity [GO:0008252]
A0A093V994	A0A093V994	unreviewed	A0A093V994_TALMA	Protein SERAC1	GQ26_0111400	Talaromyces marneffei PM1	290		endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; mitochondrion [GO:0005739]	
A0A225A6T8	A0A225A6T8	unreviewed	A0A225A6T8_9EURO	Spt20-like SEP domain-containing protein	UA08_08725	Talaromyces atroroseus	912	regulation of transcription by RNA polymerase II [GO:0006357]	SAGA complex [GO:0000124]; transcription coregulator activity [GO:0003712]; regulation of transcription by RNA polymerase II [GO:0006357]	transcription coregulator activity [GO:0003712]
A0A225ABH5	A0A225ABH5	unreviewed	A0A225ABH5_9EURO	Peroxin 22-like protein	UA08_08726	Talaromyces atroroseus	424		membrane [GO:0016020]	
A0A225ADT5	A0A225ADT5	unreviewed	A0A225ADT5_9EURO	Pseudouridylate synthase PUS7L N-terminal domain-containing protein	UA08_08727	Talaromyces atroroseus	741	enzyme-directed rRNA pseudouridine synthesis [GO:0000455]; mRNA pseudouridine synthesis [GO:1990481]; snRNA pseudouridine synthesis [GO:0031120]; tRNA pseudouridine synthesis [GO:0031119]	box H/ACA snoRNP complex [GO:0031429]; cytoplasm [GO:0005737]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]; mRNA pseudouridine synthesis [GO:1990481]; snRNA pseudouridine synthesis [GO:0031120]; tRNA pseudouridine synthesis [GO:0031119]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]
A0A6V8HIS1	A0A6V8HIS1	unreviewed	A0A6V8HIS1_TALPI	Endosomal cargo receptor	TCE0_042r14683	Talaromyces pinophilus (Penicillium pinophilum)	199		endomembrane system [GO:0012505]; membrane [GO:0016020]	
A0A225ANX0	A0A225ANX0	unreviewed	A0A225ANX0_9EURO	Uncharacterized protein	UA08_08728	Talaromyces atroroseus	183			
A0A225A6A9	A0A225A6A9	unreviewed	A0A225A6A9_9EURO	PHD-type domain-containing protein	UA08_08729	Talaromyces atroroseus	767		zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
B8MJH5	B8MJH5	unreviewed	B8MJH5_TALSN	Probable beta-glucosidase L (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase L) (Cellobiase L) (Gentiobiase L)	TSTA_046290	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	734	cellulose catabolic process [GO:0030245]	extracellular region [GO:0005576]; beta-glucosidase activity [GO:0008422]; cellulose catabolic process [GO:0030245]	beta-glucosidase activity [GO:0008422]
A0A7H8QSD3	A0A7H8QSD3	unreviewed	A0A7H8QSD3_TALRU	histone acetyltransferase (EC 2.3.1.48)	TRUGW13939_03863	Talaromyces rugulosus (Penicillium rugulosum)	407	positive regulation of transcription by RNA polymerase II [GO:0045944]	histone acetyltransferase complex [GO:0000123]; nucleus [GO:0005634]; histone H3 acetyltransferase activity [GO:0010484]; positive regulation of transcription by RNA polymerase II [GO:0045944]	histone H3 acetyltransferase activity [GO:0010484]
A0A225ABA6	A0A225ABA6	unreviewed	A0A225ABA6_9EURO	DUF2293 domain-containing protein	UA08_08731	Talaromyces atroroseus	277			
A0A698XLZ3	A0A698XLZ3	unreviewed	A0A698XLZ3_TALPI	Dimethylallyl tryptophan synthase	TCE0_013f00987	Talaromyces pinophilus (Penicillium pinophilum)	456	alkaloid metabolic process [GO:0009820]	prenyltransferase activity [GO:0004659]; alkaloid metabolic process [GO:0009820]	prenyltransferase activity [GO:0004659]
A0AAD4PZV8	A0AAD4PZV8	unreviewed	A0AAD4PZV8_9EURO	F-box domain-containing protein	BGW36DRAFT_342962	Talaromyces proteolyticus	548			
B8M623	B8M623	unreviewed	B8M623_TALSN	Aminotransferase, putative	TSTA_023580	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	414	biotin biosynthetic process [GO:0009102]	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biotin biosynthetic process [GO:0009102]	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]
B8MJB4	B8MJB4	unreviewed	B8MJB4_TALSN	3-dehydrosphinganine reductase (EC 1.1.1.102)	TSTA_041790	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	312	3-keto-sphinganine metabolic process [GO:0006666]; sphingolipid biosynthetic process [GO:0030148]	endoplasmic reticulum membrane [GO:0005789]; 3-dehydrosphinganine reductase activity [GO:0047560]; 3-keto-sphinganine metabolic process [GO:0006666]; sphingolipid biosynthetic process [GO:0030148]	3-dehydrosphinganine reductase activity [GO:0047560]
A0A7H8QVB3	A0A7H8QVB3	unreviewed	A0A7H8QVB3_TALRU	Bifunctional cytochrome P450/NADPH--P450 reductase [Includes: Cytochrome P450 (EC 1.14.14.1); NADPH--cytochrome P450 reductase (EC 1.6.2.4)]	TRUGW13939_04537	Talaromyces rugulosus (Penicillium rugulosum)	1074		cytosol [GO:0005829]; aromatase activity [GO:0070330]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; NADPH-hemoprotein reductase activity [GO:0003958]	aromatase activity [GO:0070330]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; NADPH-hemoprotein reductase activity [GO:0003958]
B6QMV6	B6QMV6	unreviewed	B6QMV6_TALMQ	Major facilitator superfamily (MFS) profile domain-containing protein	PMAA_061040	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)	575		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]
A0A510NX41	A0A510NX41	unreviewed	A0A510NX41_TALPI	Alcohol dehydrogenase	TCE0_018r05847	Talaromyces pinophilus (Penicillium pinophilum)	337		oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]	oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]
A0A6V8HP90	A0A6V8HP90	unreviewed	A0A6V8HP90_TALPI	Ceramidase	TCE0_060f18959	Talaromyces pinophilus (Penicillium pinophilum)	282	ceramide biosynthetic process [GO:0046513]; ceramide catabolic process [GO:0046514]	endoplasmic reticulum membrane [GO:0005789]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; ceramide biosynthetic process [GO:0046513]; ceramide catabolic process [GO:0046514]	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]
A0A6V8HB35	A0A6V8HB35	unreviewed	A0A6V8HB35_TALPI	C6 transcription factor	TCE0_024r07450	Talaromyces pinophilus (Penicillium pinophilum)	914		nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]
A0AAD4PUH8	A0AAD4PUH8	unreviewed	A0AAD4PUH8_9EURO	FAD dependent oxidoreductase	BGW36DRAFT_300054	Talaromyces proteolyticus	401	retrograde transport, endosome to Golgi [GO:0042147]	cytosol [GO:0005829]; late endosome [GO:0005770]; retrograde transport, endosome to Golgi [GO:0042147]	
A0A0U1LV11	A0A0U1LV11	unreviewed	A0A0U1LV11_TALIS	Alpha-actinin-like protein 1	PISL3812_04260	Talaromyces islandicus (Penicillium islandicum)	966		actin binding [GO:0003779]; calcium ion binding [GO:0005509]; RNA binding [GO:0003723]	actin binding [GO:0003779]; calcium ion binding [GO:0005509]; RNA binding [GO:0003723]
B6Q991	B6Q991	unreviewed	B6Q991_TALMQ	Retrovirus polyprotein, putative	PMAA_061940	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)	586	chromatin remodeling [GO:0006338]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]; regulation of biosynthetic process [GO:0009889]	nucleus [GO:0005634]; DNA-directed DNA polymerase activity [GO:0003887]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; chromatin remodeling [GO:0006338]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]; regulation of biosynthetic process [GO:0009889]	DNA-directed DNA polymerase activity [GO:0003887]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]
A0AAD4KYE7	A0AAD4KYE7	unreviewed	A0AAD4KYE7_9EURO	NmrA-like domain-containing protein	BGW36DRAFT_370086	Talaromyces proteolyticus	300		oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]
A0A225AD80	A0A225AD80	unreviewed	A0A225AD80_9EURO	Uncharacterized protein	UA08_07856	Talaromyces atroroseus	287			
A0A7H8RBZ3	A0A7H8RBZ3	unreviewed	A0A7H8RBZ3_TALRU	Glycoside hydrolase family 125 protein	TRUGW13939_11152	Talaromyces rugulosus (Penicillium rugulosum)	509	carbohydrate metabolic process [GO:0005975]	catalytic activity [GO:0003824]; carbohydrate metabolic process [GO:0005975]	catalytic activity [GO:0003824]
